Document,Phrase,CardVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,stained,0.24880892,deposits,0.52105916,deposits,0.52105916
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,whole,0.2498735,of,0.548425,blood,0.49452528
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,term,0.2891546,premature,0.48331085,anomaly,0.40103653
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,survival,0.18494695,failure,0.41816995,single-ventricle,0.40934175
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,groups,0.2612025,with,0.4941169,mi,0.3908207
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,according,0.3426876,as,0.48304257,rai,0.3796531
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,term-survival,0.15355091,single-ventricle,0.43360496,single-ventricle,0.43360496
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,groups-according,0.33198965,as,0.41213372,congestive-heart-failure,0.38642532
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,quantitative,0.25902963,of,0.50591725,flow,0.42854387
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,image,0.3220324,heartbeat,0.45858762,heartbeat,0.45858762
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,features,0.24589524,of,0.5517558,anomaly,0.49347878
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,image-features,0.26059413,heartbeat,0.44243276,heartbeat,0.44243276
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,west,0.45728073,cardiology,0.45728073,cardiology,0.45728073
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,china,0.30905926,great,0.41031903,paivs,0.35474125
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,hospital,0.5604328,cardiology,0.5604328,cardiology,0.5604328
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,west-china,0.37090027,paivs,0.3832909,paivs,0.3832909
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,tnm,0.20611128,rai,0.40812728,rai,0.40812728
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,staging,0.29892582,rai,0.49285498,rai,0.49285498
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,systems,0.2822709,of,0.44318485,flow,0.3656453
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,tnm-staging,0.26114333,rai,0.46771735,rai,0.46771735
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,staging-systems,0.3415752,single-ventricle,0.43998855,single-ventricle,0.43998855
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,tnm-staging-systems,0.31065404,rai,0.41665202,rai,0.41665202
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,fully,0.24119267,of,0.5259341,isomerism,0.3538288
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,automated,0.29324785,abnormal,0.41404682,heartbeat,0.3952852
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,pipeline,0.31322083,flow,0.36466506,flow,0.36466506
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,fully-automated,0.26099348,venous-return,0.40890667,venous-return,0.40890667
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,automated-pipeline,0.2762986,venous-return,0.4501225,venous-return,0.4501225
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,external,0.29746136,of,0.4755252,anomalous,0.3880807
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,validation,0.3290826,of,0.43553495,heart-failure,0.3812675
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,sets,0.3191966,of,0.5187284,mi,0.39878035
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,external-validation,0.31959862,venous-return,0.4819317,venous-return,0.4819317
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,validation-sets,0.22635233,venous-return,0.40908638,venous-return,0.40908638
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,distinguish,0.15236557,as,0.43063623,anomalous,0.3493976
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,hepatocellular,0.29323414,myocardial,0.43322873,myocardial,0.43322873
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,carcinoma,0.23419702,atresia,0.48376516,atresia,0.48376516
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,hepatocellular-carcinoma,0.2291855,myocardial,0.40641323,myocardial,0.40641323
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,different,0.24309576,of,0.61590904,anomalous,0.37924677
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,time,0.350901,return,0.5513821,venous-return,0.44564146
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,points,0.2814706,of,0.4826713,venous,0.38039982
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,different-time,0.19536507,of,0.4149277,venous-return,0.40377223
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,time-points,0.20965667,single,0.36874315,arteries,0.35039324
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,develop,0.22949755,of,0.43968886,congestive-heart-failure,0.35599005
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,quantitative,0.25902963,of,0.50591725,flow,0.42854387
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,feature,0.23029326,of,0.53455734,anomaly,0.47132576
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,cancer,0.29534408,disease,0.45700568,chd,0.41792578
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,genome,0.2711001,l-transposition,0.42332953,l-transposition,0.42332953
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,atlas,0.27821434,anomaly,0.37537187,anomaly,0.37537187
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,cancer-genome,0.27246958,congenital-heart-disease,0.33042622,congenital-heart-disease,0.33042622
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,genome-atlas,0.31608427,congenital-heart-disease,0.36287746,congenital-heart-disease,0.36287746
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,assigned,0.23878475,single,0.39629948,mi,0.33124304
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,scores,0.29026836,with,0.40729892,stenosis,0.37173432
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,assigned-risk,0.26863375,chd,0.4469512,chd,0.4469512
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,risk-scores,0.35254818,chd,0.49175406,chd,0.49175406
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,adjacent,0.16163272,deposits,0.45844048,deposits,0.45844048
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,normal,0.2807777,abnormal,0.75253373,hypoplastic,0.51033473
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,tissues,0.16733295,of,0.47614664,arteries,0.46764413
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,adjacent-normal,0.17656593,abnormal,0.5535503,hypoplastic-left,0.5273769
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,normal-tissues,0.24752107,abnormal,0.45309216,blood-flow,0.43048656
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,adjacent,0.16163272,deposits,0.45844048,deposits,0.45844048
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,normal,0.2807777,abnormal,0.75253373,hypoplastic,0.51033473
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,tissue,0.23668498,of,0.5202017,venous,0.46895027
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,adjacent-normal,0.17656593,abnormal,0.5535503,hypoplastic-left,0.5273769
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,normal-tissue,0.25748524,blood-flow,0.4578339,blood-flow,0.4578339
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,diagnostic,0.41757601,abnormal,0.4175846,cardiology,0.41757601
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,classifier,0.26326174,cad,0.36912674,cad,0.36912674
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,based,0.2494699,of,0.5443143,flow,0.34116954
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,classifier-based,0.27543524,double-outlet,0.39300787,double-outlet,0.39300787
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,classify,0.19261536,as,0.39506868,artery-disease,0.33047467
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,tissue,0.23668498,of,0.5202017,venous,0.46895027
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,slides,0.30374995,deposits,0.44078195,deposits,0.44078195
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,tissue-slides,0.2203773,plaque-deposits,0.44378293,plaque-deposits,0.44378293
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,tissue,0.23668498,of,0.5202017,venous,0.46895027
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,microarray,0.23755707,of,0.37483644,flow,0.314666
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,images,0.30434233,heartbeat,0.39122725,heartbeat,0.39122725
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,tissue-microarray,0.23453434,blood-flow,0.43134093,blood-flow,0.43134093
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,significantly,0.23700657,with,0.568532,mi,0.39826992
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,stratify,0.34915516,chd,0.40791327,chd,0.40791327
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,successfully,0.25479004,great,0.48915762,d-transposition,0.41823155
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,distinguish,0.15236557,as,0.43063623,anomalous,0.3493976
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,hcc,0.2944808,chd,0.42775357,chd,0.42775357
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,prognostic,0.31385523,infarction,0.42731366,infarction,0.42731366
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,model,0.15189978,of,0.41477072,congenital-heart-disease,0.3376758
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,learning,0.33958644,of,0.40490282,single-ventricle,0.39502156
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,models,0.19961227,of,0.39522392,congenital-heart-disease,0.35803363
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,derived,0.21087903,isolated,0.5940775,l-transposition,0.3332914
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,predicting,0.21648464,of,0.49732292,single-ventricle,0.35703716
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,quantitative,0.25902963,of,0.50591725,flow,0.42854387
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,features,0.24589524,of,0.5517558,anomaly,0.49347878
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,image,0.3220324,heartbeat,0.45858762,heartbeat,0.45858762
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,features,0.24589524,of,0.5517558,anomaly,0.49347878
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,image-features,0.26059413,heartbeat,0.44243276,heartbeat,0.44243276
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,features,0.24589524,of,0.5517558,anomaly,0.49347878
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,based,0.2494699,of,0.5443143,flow,0.34116954
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,models,0.19961227,of,0.39522392,congenital-heart-disease,0.35803363
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,based-models,0.20372218,single,0.3450173,single-ventricle,0.3381522
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,histopathological,0.24234259,deposits,0.45118088,deposits,0.45118088
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,slides,0.30374995,deposits,0.44078195,deposits,0.44078195
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,survival,0.18494695,failure,0.41816995,single-ventricle,0.40934175
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,outcomes,0.32847267,single-ventricle,0.47642118,single-ventricle,0.47642118
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,statistical,0.32752115,of,0.40241736,congenital-heart-disease,0.36489835
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,models,0.19961227,of,0.39522392,congenital-heart-disease,0.35803363
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,slide,0.35935634,with,0.42923054,flow,0.3943032
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,images,0.30434233,heartbeat,0.39122725,heartbeat,0.39122725
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,histopathological,0.24234259,deposits,0.45118088,deposits,0.45118088
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,images,0.30434233,heartbeat,0.39122725,heartbeat,0.39122725
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,auc,0.18832418,chd,0.29138696,chd,0.29138696
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,hcc,0.2944808,chd,0.42775357,chd,0.42775357
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,hcc-patients,0.28265512,heart-failure,0.47332928,heart-failure,0.47332928
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,extracted,0.24302739,isolated,0.6058264,deposits,0.3322685
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,features,0.24589524,of,0.5517558,anomaly,0.49347878
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,surgical,0.4755141,cardiology,0.4755141,cardiology,0.4755141
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,resection,0.26559794,right,0.48707062,stenosis,0.48653373
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,surgical-resection,0.249781,aortic-stenosis,0.4988181,aortic-stenosis,0.4988181
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,learning,0.33958644,of,0.40490282,single-ventricle,0.39502156
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,methods,0.24111512,of,0.4498348,congenital-heart-disease,0.3509494
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,histopathological,0.24234259,deposits,0.45118088,deposits,0.45118088
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,slide,0.35935634,with,0.42923054,flow,0.3943032
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,hcc,0.2944808,chd,0.42775357,chd,0.42775357
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,diagnosis,0.37467325,disease,0.5136548,congenital,0.477598
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,findings,0.33716512,of,0.51820576,anomaly,0.40461916
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,suggest,0.18845408,of,0.5019331,anomalous,0.3196395
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,assist,0.42038903,return,0.4985461,cardiology,0.42038903
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,clinicians,0.494618,cardiology,0.494618,cardiology,0.494618
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,predict,0.19493632,of,0.46450508,venous-return,0.34201604
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,prognosis,0.34852993,disease,0.49260834,infarction,0.44962037
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,prediction,0.25181523,of,0.47743863,congestive-heart-failure,0.36931968
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,prognosis-prediction,0.32927758,heart-failure,0.49926502,heart-failure,0.49926502
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,features,0.24589524,of,0.5517558,anomaly,0.49347878
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,survival,0.18494695,failure,0.41816995,single-ventricle,0.40934175
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,hcc,0.2944808,chd,0.42775357,chd,0.42775357
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,prognosis,0.34852993,disease,0.49260834,infarction,0.44962037
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,predict,0.19493632,of,0.46450508,venous-return,0.34201604
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,methods,0.24111512,of,0.4498348,congenital-heart-disease,0.3509494
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,extracted,0.24302739,isolated,0.6058264,deposits,0.3322685
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,auc,0.18832418,chd,0.29138696,chd,0.29138696
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,used,0.23211285,as,0.56584436,flow,0.35934073
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,train,0.39593512,contractions,0.4625386,contractions,0.4625386
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,total,0.22796647,total,0.9999999,cholesterol,0.4162783
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,test,0.3036692,abnormal,0.42043465,heart-failure,0.3426016
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,surgery,0.52026105,cardiology,0.52026105,cardiology,0.52026105
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,study,0.327359,of,0.5728763,congestive-heart-failure,0.35066938
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,shorter,0.1831873,interrupted,0.49242672,right-atrial,0.3699446
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,set,0.43165553,of,0.5846941,cardiology,0.43165553
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,results,0.29712585,of,0.53157276,blood,0.36869162
Classification and Prognosis Prediction from Histopathological Images of Hepatocellular Carcinoma by a Fully Automated Pipeline Based on Machine Learning.,random,0.2799046,single,0.49932328,venous-return,0.32442737
