Document,Phrase,MLVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,saturation,0.2695647,gradient,0.47808188,gradient,0.47808188
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,oxygen-saturation,0.23776144,feature-reduction,0.5207893,feature-reduction,0.5207893
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,map,0.3543614,bagging,0.4165985,bagging,0.4165985
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,heart,0.28300244,rate,0.49867767,batch-normalization,0.3427502
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,rate,0.24866687,rate,1.0,dropout,0.44953537
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,heart-rate,0.4407577,learning-rate,0.54865026,learning-rate,0.54865026
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,underwent,0.251209,recurrent,0.4136293,supervised,0.35678548
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,elective,0.28293884,recurrent,0.4786067,supervised,0.4186884
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,thoracoscopic,0.31950566,segmentation-algorithm,0.39032823,segmentation-algorithm,0.39032823
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,lobectomy,0.2556746,recurrent,0.3900475,semantic,0.36312217
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,il,0.17175047,monte,0.3419046,monte,0.3419046
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,p,0.26795468,support,0.40805867,regression,0.40253854
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,il,0.17175047,monte,0.3419046,monte,0.3419046
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,hour,0.27539003,bag,0.52061355,supervised,0.37945712
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,tnf,0.15280242,naive,0.34630367,tf-idf,0.2688402
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pulmonary,0.27012008,recurrent,0.39649367,long-short-term,0.32169557
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,protective,0.2287128,boosting,0.50660264,boosting,0.50660264
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,mechanism,0.2780391,cascade,0.59194523,feed-forward,0.5341974
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,could,0.34235194,of,0.59299076,boosting,0.42074972
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pulmonary-protective,0.3176161,long-short-term,0.489357,long-short-term,0.489357
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,binding,0.27773649,of,0.45710018,nearest-neighbors,0.40653253
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,protein,0.31929362,encoding,0.5525089,clustering,0.36023882
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,homologous,0.2608494,encoding,0.60800725,feature-selection,0.39625388
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,protein,0.31929362,encoding,0.5525089,clustering,0.36023882
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,binding-protein,0.33615637,encoding,0.5213111,feed-forward,0.41663548
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,protein-homologous,0.3737775,encoding,0.57704985,feed-forward,0.43177903
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,homologous-protein,0.31367373,encoding,0.57537585,component-analysis,0.41391587
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,sod,0.22904798,reduction,0.31911826,fourier-transform,0.29286325
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,mda,0.22752835,normalization,0.33347362,batch-normalization,0.32173502
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,ai,0.25513044,artificial-intelligence,0.38274616,artificial-intelligence,0.38274616
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,il,0.17175047,monte,0.3419046,monte,0.3419046
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,reducing,0.26140445,reduction,0.74160737,boosting,0.5133524
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,chop,0.23859908,long-short-term,0.35091794,long-short-term,0.35091794
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,chop,0.23859908,long-short-term,0.35091794,long-short-term,0.35091794
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,mrna,0.25853646,encoding,0.5590567,batch-normalization,0.35810667
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,mean,0.24598047,reduction,0.46440193,batch-normalization,0.434582
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,arterial,0.27257246,augmentation,0.4504157,gradient,0.4443115
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pressure,0.2060274,gradient,0.4962673,gradient,0.4962673
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,mean-arterial,0.3416868,batch-normalization,0.50238883,batch-normalization,0.50238883
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,arterial-pressure,0.318011,gradient,0.486531,gradient,0.486531
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,mean-arterial-pressure,0.3725517,tensorflow,0.50904167,tensorflow,0.50904167
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,iqa,0.466146,ground-truth,0.4958604,ground-truth,0.4958604
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,immediately,0.23933741,short-term,0.47347653,one-hot,0.40441123
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,p,0.26795468,support,0.40805867,regression,0.40253854
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,airway,0.22946814,bagging,0.39862382,bagging,0.39862382
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pressure,0.2060274,gradient,0.4962673,gradient,0.4962673
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,peak,0.23109604,gradient,0.48941624,gradient,0.48941624
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,airway-pressure,0.30194947,bagging,0.45084995,bagging,0.45084995
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pressure-peak,0.24851583,fourier,0.48418617,fourier,0.48418617
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,alveolar,0.20294523,matrix,0.3980087,confusion-matrix,0.32685
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,ai,0.25513044,artificial-intelligence,0.38274616,artificial-intelligence,0.38274616
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,chop,0.23859908,long-short-term,0.35091794,long-short-term,0.35091794
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,il,0.17175047,monte,0.3419046,monte,0.3419046
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,unilateral,0.32771435,recurrent,0.5424,recurrent-neural-network,0.43683177
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pulmonary,0.27012008,recurrent,0.39649367,long-short-term,0.32169557
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,ventilation,0.27897805,bagging,0.4853503,bagging,0.4853503
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pulmonary-ventilation,0.315311,bagging,0.4239483,bagging,0.4239483
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,bilateral,0.3142376,recurrent,0.5268234,convolutional,0.44078895
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pulmonary,0.27012008,recurrent,0.39649367,long-short-term,0.32169557
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,ventilation,0.27897805,bagging,0.4853503,bagging,0.4853503
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pulmonary-ventilation,0.315311,bagging,0.4239483,bagging,0.4239483
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,tumor,0.23345715,of,0.4070977,regression,0.3830863
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,necrosis,0.13728917,of,0.39391375,regression,0.3165221
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,factor,0.23388772,component,0.48280093,principal-components,0.43733668
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,tumor-necrosis,0.17264141,matrix,0.3434254,boosting,0.29771045
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,necrosis-factor,0.2518684,cascade,0.4094454,principal-component,0.37788132
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,tumor-necrosis-factor,0.2309803,matrix,0.38553926,boosting,0.33476132
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,super,0.37175536,shot,0.5203413,one-hot,0.4360347
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,oxide,0.2015453,layer,0.46443787,learning-function,0.3595099
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,dismutase,0.23660295,encoding,0.34845784,fourier-transform,0.33302718
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,super-oxide,0.2705912,dimensionality-reduction,0.47903556,dimensionality-reduction,0.47903556
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,super-oxide-dismutase,0.26995337,feature-reduction,0.4609405,feature-reduction,0.4609405
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,second,0.3157444,one,0.6801673,generative,0.44190797
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,affiliated,0.3504666,nearest,0.5106459,clustering,0.4152682
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,hospital,0.2768838,unit,0.588941,data-science,0.39080185
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,affiliated-hospital,0.3895444,unit,0.50103164,supervised,0.4596948
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,improving,0.40742207,boosting,0.54548407,boosting,0.54548407
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,oxidative,0.2292116,cascade,0.4921013,feature-reduction,0.39866948
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,stress,0.25135952,short-term,0.46436286,long-short-term,0.43407696
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,oxidative-stress,0.31784338,generative-model,0.44570386,generative-model,0.44570386
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,elderly,0.3021084,short-term,0.47582904,short-term-memory,0.41010565
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,patients,0.30007,recurrent,0.5332828,dropout,0.3918751
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,elderly-patients,0.31014603,dropout,0.4163887,dropout,0.4163887
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,end,0.22421888,long,0.5453975,long-short-term,0.36503828
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,interleukin,0.2092636,naive,0.38037264,short-term-memory,0.34282282
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,dexmedetomidine,0.26012486,data-augmentation,0.36828512,data-augmentation,0.36828512
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,could,0.34235194,of,0.59299076,boosting,0.42074972
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,attenuate,0.2554348,reduction,0.46206194,boosting,0.41479498
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,n,0.24332823,of,0.45693433,long-short-term,0.34114176
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,spontaneous,0.2555595,recurrent,0.54341316,long-short-term,0.44304562
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,breathing,0.35209614,bagging,0.512692,bagging,0.512692
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,recovery,0.28707236,short-term,0.59335697,long-short-term,0.506847
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,spontaneous-breathing,0.3811678,bagging,0.5149439,bagging,0.5149439
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,spo,0.30758917,bagging,0.47931948,bagging,0.47931948
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,lung,0.26692057,of,0.3928769,bagging,0.36409828
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,cancer,0.27383438,recurrent,0.4065063,generative,0.3468409
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,lung-cancer,0.29581597,decision-tree,0.3364873,decision-tree,0.3364873
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,map,0.3543614,bagging,0.4165985,bagging,0.4165985
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,hr,0.24641928,rate,0.5365405,bagging,0.39750856
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,pmid,0.17205057,science,0.31445533,bag-of-words,0.26444918
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,october,0.23776051,science,0.46905673,data-science,0.39997986
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,march,0.25898194,science,0.47958314,data-science,0.40582275
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,spontaneous,0.2555595,recurrent,0.54341316,long-short-term,0.44304562
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,breathing,0.35209614,bagging,0.512692,bagging,0.512692
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,spontaneous-breathing,0.3811678,bagging,0.5149439,bagging,0.5149439
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,elderly,0.3021084,short-term,0.47582904,short-term-memory,0.41010565
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,patients,0.30007,recurrent,0.5332828,dropout,0.3918751
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,elderly-patients,0.31014603,dropout,0.4163887,dropout,0.4163887
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,peak,0.23109604,gradient,0.48941624,gradient,0.48941624
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,lung,0.26692057,of,0.3928769,bagging,0.36409828
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,tissue,0.23679586,of,0.5202017,segmentation,0.4076932
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,lung-tissue,0.25610813,batch-normalization,0.40314072,batch-normalization,0.40314072
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,lung,0.26692057,of,0.3928769,bagging,0.36409828
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,injury,0.262506,shot,0.44338763,data-augmentation,0.37271294
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,lung-injury,0.30569544,learning-function,0.35851276,learning-function,0.35851276
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,alveolar,0.20294523,matrix,0.3980087,confusion-matrix,0.32685
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,damage,0.27088127,function,0.48203948,generative,0.40220195
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,recovery,0.28707236,short-term,0.59335697,long-short-term,0.506847
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,time,0.31186903,long,0.57547164,batch-normalization,0.47628766
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,recovery-time,0.46701622,batch-normalization,0.62980163,batch-normalization,0.62980163
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,zhengzhou,0.24365059,science,0.37731874,pytorch,0.33329725
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,university,0.39088657,science,0.60339034,data-science,0.5440467
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,two,0.35955608,one,0.79919666,clustering,0.43817294
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,groups,0.2727722,statistical,0.4438421,statistical,0.4438421
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,two-groups,0.46960184,principal-components,0.6137319,principal-components,0.6137319
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,tracheal,0.17855802,of,0.37379938,bagging,0.36196265
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,intubation,0.2624027,bagging,0.4638163,bagging,0.4638163
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,tracheal-intubation,0.28115076,bagging,0.48606086,bagging,0.48606086
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,significantly,0.27887642,of,0.5214151,long-short-term,0.39056638
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,shorter,0.23315734,short,0.7006648,long-short-term,0.5485222
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,significantly,0.27887642,of,0.5214151,long-short-term,0.39056638
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,lower,0.20975146,of,0.5471319,regression,0.3982392
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,significantly-lower,0.2796454,of,0.50498235,long-short-term,0.40800315
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,significantly,0.27887642,of,0.5214151,long-short-term,0.39056638
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,higher,0.27819592,reduction,0.545787,boosting,0.41506222
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,significantly-higher,0.29000503,rate,0.5078902,boosting,0.4130143
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,random,0.45551494,random,1.0,random-forest,0.65894985
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,phenotype,0.28173286,feature,0.51151407,feature-selection,0.4975547
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,postoperative,0.25341886,recurrent,0.50502723,computer-vision,0.3969509
[Effects of dexmedetomidine on injury of lungs and CHOP protein expression in elderly patients with lung cancer during one-lung ventilation].,awake,0.32721922,words,0.48881316,object-tracking,0.439033
