Datetime, Search terms, Website, Result number, Total results requested, ID number, Title, Abstract, Downloaded?, FileNamePath
011620-195329,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,14,1000,31932049,Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,"The brain age index (BAI) measures the difference between an individual's
apparent ""brain age"" (BA; estimated by comparing EEG features during sleep from
an individual with age norms), and their chronological age (CA); that is BAI =
BA-CA. Here, we evaluate whether BAI predicts life expectancy. Brain age was
quantified using a previously published machine learning algorithm for a cohort
of participants ≥40 years old who underwent an overnight sleep
electroencephalogram (EEG) as part of the Sleep Heart Health Study (n = 4877).
Excess brain age (BAI >0) was associated with reduced life expectancy (adjusted
hazard ratio: 1.12, [1.03, 1.21], p = 0.002). Life expectancy decreased by -0.81 
[-1.44, -0.24] years per standard-deviation increase in BAI. Our findings show
that BAI, a sleep EEG-based biomarker of the deviation of sleep microstructure
from patterns normal for age, is an independent predictor of life expectancy.

Copyright © 2019 Elsevier Inc. All rights reserved.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31932049.pdf
011620-195330,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,15,1000,31931811,Gated recurrent unit-based heart sound analysis for heart failure screening.,"BACKGROUND: Heart failure (HF) is a type of cardiovascular disease caused by
abnormal cardiac structure and function. Early screening of HF has important
implication for treatment in a timely manner. Heart sound (HS) conveys relevant
information related to HF; this study is therefore based on the analysis of HS
signals. The objective is to develop an efficient tool to identify subjects of
normal, HF with preserved ejection fraction and HF with reduced ejection fraction
automatically.
METHODS: We proposed a novel HF screening framework based on gated recurrent unit
(GRU) model in this study. The logistic regression-based hidden semi-Markov model
was adopted to segment HS frames. Normalized frames were taken as the input of
the proposed model which can automatically learn the deep features and complete
the HF screening without de-nosing and hand-crafted feature extraction.
RESULTS: To evaluate the performance of proposed model, three methods are used
for comparison. The results show that the GRU model gives a satisfactory
performance with average accuracy of 98.82%, which is better than other
comparison models.
CONCLUSION: The proposed GRU model can learn features from HS directly, which
means it can be independent of expert knowledge. In addition, the good
performance demonstrates the effectiveness of HS analysis for HF early screening.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31931811.pdf
011620-195331,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,16,1000,31931463,Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,"BACKGROUND AND AIMS: Population subgrouping has been suggested as means to
improve coronary heart disease (CHD) risk assessment. We explored here how
unsupervised data-driven metabolic subgrouping, based on comprehensive
lipoprotein subclass data, would work in large-scale population cohorts.
METHODS: We applied a self-organizing map (SOM) artificial intelligence
methodology to define subgroups based on detailed lipoprotein profiles in a
population-based cohort (n = 5789) and utilised the trained SOM in an independent
cohort (n = 7607). We identified four SOM-based subgroups of individuals with
distinct lipoprotein profiles and CHD risk and compared those to univariate
subgrouping by apolipoprotein B quartiles.
RESULTS: The SOM-based subgroup with highest concentrations for non-HDL measures 
had the highest, and the subgroup with lowest concentrations, the lowest risk for
CHD. However, apolipoprotein B quartiles produced better resolution of risk than 
the SOM-based subgroups and also striking dose-response behaviour.
CONCLUSIONS: These results suggest that the majority of lipoprotein-mediated CHD 
risk is explained by apolipoprotein B-containing lipoprotein particles.
Therefore, even advanced multivariate subgrouping, with comprehensive data on
lipoprotein metabolism, may not advance CHD risk assessment.

Copyright © 2019 The Authors. Published by Elsevier B.V. All rights reserved.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31931463.pdf
011620-195332,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,17,1000,31931117,Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,"Among the determinants of atherosclerotic cardiovascular disease (ASCVD), genetic
and experimental evidence has provided data on a major role of angiopoietin-like 
proteins 3 and 4 (ANGPTL3 and ANGPTL4) in regulating the activity of lipoprotein 
lipase (LPL), antagonizing the hydrolysis of triglycerides (TG). Indeed, beyond
low-density lipoprotein cholesterol (LDL-C), ASCVD risk is also dependent on a
cluster of metabolic abnormalities characterized by elevated fasting and
post-prandial levels of TG-rich lipoproteins and their remnants. In a
head-to-head comparison between murine models for ANGPTL3 and ANGPTL4, the former
was found to be a better pharmacological target for the treatment of
hypertriglyceridemia. In humans, loss-of-function mutations of ANGPTL3 are
associated with a marked reduction of plasma levels of VLDL, low-density
lipoprotein (LDL) and high-density lipoprotein (HDL). Carriers of
loss-of-function mutations of ANGPTL4 show instead lower TG-rich lipoproteins and
a modest but significant increase of HDL. The relevance of ANGPTL3 and ANGPTL4 as
new therapeutic targets is proven by the development of monoclonal antibodies or 
antisense oligonucleotides. Studies in animal models, including non-human
primates, have demonstrated that short-term treatment with monoclonal antibodies 
against ANGPTL3 and ANGPTL4 induces activation of LPL and a marked reduction of
plasma TG-rich-lipoproteins, apparently without any major side effects.
Inhibition of both targets also partially reduces LDL-C, independent of the LDL
receptor. Similar evidence has been observed with the antisense oligonucleotide
ANGPTL3-LRX. The genetic studies have paved the way for the development of new
ANGPTL3 and 4 antagonists for the treatment of atherogenic dyslipidemias.
Conclusive data of phase 2 and 3 clinical trials are still needed in order to
define their safety and efficacy profile.

Copyright © 2020. Published by Elsevier Ltd.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31931117.pdf
011620-195333,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,18,1000,31930708,Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,"During obesity, macrophages infiltrate the breast tissue leading to low-grade
chronic inflammation, a factor considered responsible for the higher risk of
breast cancer associated with obesity. Here, we formally demonstrate that breast 
epithelial cells acquire malignant properties when exposed to medium conditioned 
by macrophages derived from human healthy donors. These effects were mediated by 
the breast cancer oncogene IKKε and its downstream target-the serine biosynthesis
pathway as demonstrated by genetic or pharmacological tools. Furthermore,
amlexanox, an FDA-approved drug targeting IKKε and its homologue TBK1, delayed
in vivo tumour formation in a combined genetic mouse model of breast cancer and
high-fat diet-induced obesity/inflammation. Finally, in human breast cancer
tissues, we validated the link between inflammation-IKKε and alteration of
cellular metabolism. Altogether, we identified a pathway connecting
obesity-driven inflammation to breast cancer and a potential therapeutic strategy
to reduce the risk of breast cancer associated with obesity.

© 2020 The Authors. Published under the terms of the CC BY 4.0 license.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31930708.pdf
011620-195335,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,19,1000,31929560,Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,"With advances in technology, wireless and sensor technologies represent a method 
for continuously recording people's biomedical signals, which may enhance the
diagnosis and treatment of users' everyday health conditions. These technologies 
mostly target older adults. In this study, we examine a smart clothing system
targeting clinically high-risk patients, including older adults with
cardiovascular disease (31 outpatients) and older adults in general (81
participants), to obtain an understanding of the patients' perception of using
wearable healthcare technologies. Given that technology anxiety has been shown to
affect users' resistance to using new technology and that perceived ubiquity is
considered a characteristic of wearable devices and other mobile wireless
technologies, we included three external variables: i.e., technology anxiety,
perceived ubiquity, and resistance to change, in addition to the traditional
components of the technology acceptance model (TAM). The results of the
hypothesized model showed that among older adults in general, technology anxiety 
had a negative effect on the perceived ease of use and perceived ubiquity. The
perceived ubiquity construct affects both user groups' perceived ease of use and 
perceived usefulness of wearing smart clothes. Most relationships among the
original constructs of the TAM were validated in older adults in general.
Interestingly, we found that perceived usefulness had an indirect effect on
behavioral intention through attitude. These results further confirm the validity
of the extended TAM in determining older users' technology acceptance behavior.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31929560.pdf
011620-195335,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,20,1000,31928531,Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,"BACKGROUND: Cardiovascular diseases (CVD) are the leading causes of death for men
and women in low-and-middle income countries (LMIC). The nutrition transition to 
diets high in salt, fat and sugar and low in fruit and vegetables, in parallel
with increasing prevalence of diet-related CVD risk factors in LMICs, identifies 
the need for urgent action to reverse this trend. To aid identification of the
most effective interventions it is crucial to understand whether there are sex
differences in dietary behaviours related to CVD risk.
METHODS: From a dataset of 46 nationally representative surveys, we included data
from seven countries that had recorded the same dietary behaviour measurements in
adults; Bhutan, Eswatini, Georgia, Guyana, Kenya, Nepal and St Vincent and the
Grenadines (2013-2017). Three dietary behaviours were investigated: positive salt
use behaviour (SUB), meeting fruit and vegetable (F&V) recommendations and use of
vegetable oil rather than animal fats in cooking. Generalized linear models were 
used to investigate the association between dietary behaviours and waist
circumference (WC) and undiagnosed and diagnosed hypertension and diabetes.
Interaction terms between sex and dietary behaviour were added to test for sex
differences.
RESULTS: Twenty-four thousand three hundred thirty-two participants were
included. More females than males reported positive SUB (31.3 vs. 27.2% p-value
< 0.001), yet less met F&V recommendations (13.2 vs. 14.8%, p-value< 0.05). The
prevalence of reporting all three dietary behaviours in a positive manner was
2.7%, varying by country, but not sex. Poor SUB was associated with a higher
prevalence of undiagnosed hypertension for females (13.1% vs. 9.9%,
p-value = 0.04), and a higher prevalence of undiagnosed diabetes for males (2.4% 
vs. 1.5%, p-value = 0.02). Meeting F&V recommendations was associated with a
higher prevalence of high WC (24.4% vs 22.6%, p-value = 0.01), but was not
associated with undiagnosed or diagnosed hypertension or diabetes.
CONCLUSION: Interventions to increase F&V intake and positive SUBs in the
included countries are urgently needed. Dietary behaviours were not notably
different between sexes. However, our findings were limited by the small
proportion of the population reporting positive dietary behaviours, and further
research is required to understand whether associations with CVD risk factors and
interactions by sex would change as the prevalence of positive behaviours
increases.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31928531.pdf
011620-195337,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,21,1000,31925799,"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.","OBJECTIVE: To compare the effects of 1) tibolone, 2) continuous combined
oestrogen plus progestogen and 3) placebo on plasma lipid and lipoprotein markers
of cardiovascular risk in healthy post-menopausal women.
STUDY DESIGN: randomised, single-centre, placebo-controlled, double-blind study
PATIENTS: 101 post-menopausal women were randomised (1:1:1) into one of three
groups taking daily 2.5mg tibolone, continuous oral oestradiol-17β 2mg plus
norethisterone acetate 1mg daily (E2 /NETA) or placebo.
MAIN OUTCOME MEASURES: Fasting serum lipid, lipoprotein and apolipoprotein
concentrations measured at baseline and after 6, 12 and 24 months of treatment.
RESULTS: Both tibolone and E2 /NETA lowered plasma total cholesterol
concentrations relative to placebo. With tibolone, high-density lipoprotein
cholesterol (HDL-C) was reduced (-27% at 24 months, p<0.001), the greatest effect
being in the cholesterol-enriched HDL2 subfraction (-40%, p<0.001). Tibolone's
effect on HDL concentrations was also apparent in the principal HDL protein
component, apolipoprotein AI (-29% at 24 months, p<0.001). However, there was no 
significant effect of tibolone on low-density or very-low-density lipoprotein
cholesterol (LDL-C and VLDL-C, respectively). By contrast, the greatest reduction
in cholesterol with E2 /NETA was in LDL-C (-22% at 24 months, p=0.008). E2 /NETA 
reduced HDL-C to a lesser extent than tibolone (-12% at 24 months, p<0.001).
Effects on HDL apolipoproteins were similarly diminished relative to tibolone. E2
/NETA had no effect on VLDL-C or on the protein component of LDL, apolipoprotein 
B.
CONCLUSION: Tibolone reduces serum HDL. E2 /NETA reduces LDL cholesterol but not 
apolipoprotein B, suggesting decreased cholesterol loading of LDL. Any impact
these changes may have on CVD risk needs further investigation.

© 2020 John Wiley & Sons Ltd.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31925799.pdf
011620-195339,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,22,1000,31925667,Heart Failure With Mid-range Ejection Fraction.,"PURPOSE OF REVIEW: To describe the epidemiology, pathophysiology, management, and
prognosis of patients with heart failure with mid-range ejection fraction
(HFmrEF).
RECENT FINDINGS: In 2013, The American Heart Association (AHA)/American College
of Cardiology (ACC) assigned an ejection fraction (EF) range to heart failure
with reduced ejection fraction (HFrEF, EF ≤ 40%) and heart failure with preserved
ejection fraction (HFpEF, EF ≥50%). This classification created a ""gray zone"" of 
patients with EFs between 41% and 49% that ultimately came to be known as heart
failure with borderline or mid-range ejection fraction. HFmrEF patients represent
a group with heterogeneous clinical characteristics that at times resembles
HFrEF, at others HFpEF, and at others still a unique phenotype altogether. No
randomized controlled trials exist in those with HFmrEF, though HFrEF and HFpEF
studies that include overlap suggest some potential benefit of beta blockers,
angiotensin receptor blockers, mineralocorticoid receptor antagonists, and
angiotensin receptor-neprilysin inhibitors. Mortality rates among the HFmrEF
population are significant, and are similar to those in patients with HFrEF and
HFpEF. HFmrEF is a complex disorder that remains poorly understood. Future
research is needed to better elucidate the pathophysiology, management, and
prognosis of this condition.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31925667.pdf
011620-195340,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,23,1000,31925555,Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,"PURPOSE OF REVIEW: Aortic stiffness (AS) is widely associated with hypertension
and considered as a major predictor of coronary heart disease (CHD). AS is
measured using carotid-femoral pulse wave velocity (PWV), particularly when this 
parameter is associated with an index involving age, gender, heart rate, and mean
blood pressure. The present review focuses on the interest of measurement of PWV 
and the calculation of individual PWV index for the prediction of CHD, in
addition with the use of new statistical nonlinear models enabling results with
very high levels of accuracy.
RECENT FINDINGS: PWV index may so constitute a substantial marker of large
arteries prediction and damage in CHD and may be also used in cerebrovascular and
renal circulations models. PWV index determinations are particularly relevant to 
consider in angiographic CHD decisions and in the presence of vulnerable plaques 
with high cardiovascular risk. Due to the variability in symptoms and clinical
characteristics of patients, together with some imperfections in results, there
is no very simple adequate diagnosis approach enabling to improve the so defined 
CHD prediction in usual clinical practice. In recent works in relation to
""artificial intelligence"" and involving ""decision tree"" models and ""artificial
neural networks,"" it has been possible to determine consistent pathways
introducing predictive medicine and enabling to obtain efficient algorithm
classification models of coronary prediction.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31925555.pdf
011620-195343,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pubmed,24,1000,31925217,Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,"Antigen-specific memory T cells persist for years after exposure to a pathogen
and provide effective recall responses. Many memory T cell subsets have been
identified and differ in abundance throughout tissues. This study focused on CD4 
and CD8 memory T cells from paired human lung and lung draining lymph node (LDLN)
samples and identified substantial differences in the transcriptional landscape
of these subsets, including higher expression of an array of innate immune
receptors in lung T cells which were further validated by flow cytometry. Using T
cell receptor analysis, we determined the clonal overlap between memory T cell
subsets within the lung and within the LDLN, and this was greater than the clonal
overlap observed between memory T cell subsets compared across tissues. Our
results suggest that lung and LDLN memory T cells originate from different
precursor pools, recognize distinct antigens and likely have separate roles in
immune responses.",Downloaded successfully,/Users/rima/Desktop/test_folder/nih.gov/31925217.pdf
