DateTime,Keyword,Title,URL,Abstract,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
011620-191608,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",ACE Inhibitors Versus ARBs in Patients With NSTEMI With Preserved LV Systolic Function Who Underwent PCI With New Generation Drug-Eluting Stents.,/pubmed/31694385,"The relative superiority of angiotensin-converting enzyme inhibitors (ACEIs) and 
angiotensin receptor blockers (ARBs) on long-term clinical outcomes in patients
with non-ST-segment elevation myocardial infarction (NSTEMI) with preserved left 
ventricular systolic function in the era of new generation drug-eluting stents is
not well established. A total of 6436 patients with NSTEMI (ACEIs group: n = 3965
vs ARBs group: n = 2471) were enrolled. The major clinical end point was the
occurrences of major adverse cardiac events (MACEs), defined as all-cause death, 
recurrent myocardial infarction (re-MI), and any repeat revascularization. After 
propensity score matching analysis, the cumulative incidences of MACEs (hazard
ratio, 1.334; 95% confidence interval, 1.045-1.703; P = .021), any repeat
revascularization, and target vessel revascularization (TVR) in the ARB group
were significantly higher than that in the ACEI group. However, the cumulative
incidences of all-cause death, cardiac death, re-MI, target lesion
revascularization, and non-TVR were similar between the 2 groups. Hence, although
the mortality and re-MI reduction benefits were similar between the 2 groups, the
ACEIs group showed more prominent ability to decrease the occurrences of MACEs,
any repeat revascularization, and TVR compared to the ARBs group in these
patients during a 2-year follow-up period.","Kim YH, Her AY, Jeong MH, Kim BK, Hong SJ, Kim S, Ahn CM, Kim JS, Ko YG, Choi D, Hong MK, Jang Y.","Angiology. doi: 10.1177/0003319719884187. Journal Article, Multicenter Study.",Angiology. 2020,PubMed,"Journal Article, Multicenter Study",PMID:31694385,pubmed,31694385,create date: 2020/02/01 | first author: Kim YH
011620-191613,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Women had favourable reverse left ventricle remodelling after TAVR.,/pubmed/31691961,"BACKGROUND: Being woman is associated with higher survival rates after
transcatheter aortic valve replacement (TAVR) despite the increase in
periprocedural complications. The left ventricle (LV) remodelling process that
follows TAVR is considered to play an important role. We aim to investigate
whether gender difference affects the process of LV remodelling after TAVR.
MATERIALS AND METHODS: A total of 100 patients (50 men and 50 women) after TAVR
were enrolled. Echocardiography was performed at baseline before the TAVR
procedure and repeated upon discharge, and at three, nine and 12 months
post-TAVR.
RESULTS: Women exhibited an early regression of LV mass and the LV mass index
(LVMi) decreased 12.0% from 148.3 ± 48.0 to 130.5 ± 43.7 g/m2 at just a median of
17 days after the procedure (P < .001). Almost one-half of the LVMi regression
occurred by 17 days post-TAVR and the LVMi regressed 22.0% by 12 months
post-TAVR. In contrast, the regression of LVMi in men seemed to be more gradual
and the significant regression of LVMi from baseline began to be observed since
three months later after TAVR. The LVMi reduction at nine months was 11.5% and
achieved 15.4% over one year. Multivariable logistic regression analysis showed
only the female sex, better LVEF and greater baseline LVMi were independently
associated with greater LVMi regression after TAVR, indicating female gender is
an independent predictor for favourable LV remodelling after TAVR.
CONCLUSION: In conclusion, female patients with AS had favourable reverse
remodelling with greater and earlier LV mass regression post-TAVR compared with
the male patients.

© 2020 The Authors. European Journal of Clinical Investigation published by John 
Wiley & Sons Ltd on behalf of Stichting European Society for Clinical
Investigation Journal Foundation.","Chen SC, Leu HB, Chang HH, Chen IM, Chen PL, Lin SM, Chen YH.",European journal of clinical investigation. doi: 10.1111/eci.13183. Journal Article.,European journal of clinical investigation. 2019,PubMed,Journal Article,PMID:31691961,pubmed,31691961,create date: 2019/11/06 | first author: Chen SC
011620-191747,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Reducing cardiovascular risk in patients with familial hypercholesterolemia: Risk prediction and lipid management.,/pubmed/31669498,"Familial hypercholesterolemia (FH) is a frequent genetic disorder characterized
by elevated low-density lipoprotein (LDL)-cholesterol (LDL-C) levels and early
onset of atherosclerotic cardiovascular disease. FH is caused by mutations in
genes that regulate LDL catabolism, mainly the LDL receptor (LDLR),
apolipoprotein B (APOB) and gain of function of proprotein convertase subtilisin 
kexin type 9 (PCSK9). However, the phenotype may be encountered in individuals
not carrying the latter monogenic defects, in approximately 20% of these effects 
of polygenes predominate, and in many individuals no molecular defects are
encountered at all. These so-called FH phenocopy individuals have an elevated
atherosclerotic cardiovascular disease risk in comparison with normolipidemic
individuals but this risk is lower than in those with monogenic disease.
Individuals with FH are exposed to elevated LDL-C levels since birth and this
explains the high cardiovascular, mainly coronary heart disease, burden of these 
subjects. However, recent studies show that this risk is heterogenous and depends
not only on high LDL-C levels but also on presence of previous cardiovascular
disease, a monogenic cause, male sex, smoking, hypertension, diabetes, low
HDL-cholesterol, obesity and elevated lipoprotein(a). This heterogeneity in risk 
can be captured by risk equations like one from the SAFEHEART cohort and by
detection of subclinical coronary atherosclerosis. High dose high potency statins
are the main stain for LDL-C lowering in FH, however, in most situations these
medications are not powered enough to reduce cholesterol to adequate levels.
Ezetimibe and PCSK9 inhibitors should also be used in order to better treat LDL-C
in FH patients.

Copyright © 2019 Elsevier Inc. All rights reserved.","Miname MH, Santos RD.","Progress in cardiovascular diseases. doi: 10.1016/j.pcad.2019.10.003. Journal Article, Review.",Progress in cardiovascular diseases. 2019,PubMed,"Journal Article, Review",PMID:31669498,pubmed,31669498,create date: 2019/01/01 | first author: Miname MH
011620-191916,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)","Family studies of warts, hypogammaglobulinemia, immunodeficiency, myelokathexis syndrome.",/pubmed/31652152,"PURPOSE OF REVIEW: WHIM syndrome (warts, hypogammaglobulinemia, immunodeficiency,
myelokathexis, or WHIMs) is a very rare autosomal dominant immunodeficiency
disorder attributable to mutations in CXCR4. We reviewed clinical manifestations 
in 24 patients in 9 families to expand understanding of this syndrome.
RECENT FINDINGS: Warts, cellulitis and respiratory infections are common in
patients with WHIMs. Less commonly these patients have congenital heart disease, 
human papilloma virus-associated malignancies (cervical and vulvular) and
lymphomas. Hearing loss because of recurrent otitis media is another important
complication. Treatment with granulocyte colony-stimulating factor is
controversial; this review indicates that it is effective to prevent and treat
infections based upon long-term observations of patients enrolled in the Severe
Chronic Neutropenia International Registry. Understanding the natural history and
diversity of this syndrome are important for ongoing clinical trials of novel
agents to treat WHIMs.
SUMMARY: WHIM syndrome has diverse manifestations; some features occur
consistently in almost all patients, for example, neutropenia, lymphocytopenia
and mild hypogammaglobulinemia. However, the clinical consequences are quite
variable across patient cohorts and within families. Each complication is
important as a cause for morbidity and a source for patient and family concerns.","Dale DC, Dick E, Kelley M, Makaryan V, Connelly J, Bolyard AA.",Current opinion in hematology. doi: 10.1097/MOH.0000000000000554. Journal Article.,Current opinion in hematology. 2020,PubMed,Journal Article,PMID:31652152,pubmed,31652152,create date: 2020/01/01 | first author: Dale DC
011620-192411,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Prime time for ticagrelor monotherapy.,/pubmed/31611660,"Comment on
    N Engl J Med. 2019 Nov 21;381(21):2032-2042.",Fernández-Ruiz I.,"Nature reviews. Cardiology. doi: 10.1038/s41569-019-0300-4. Comment, Journal Article.",Nature reviews. Cardiology. 2019,PubMed,"Comment, Journal Article",PMID:31611660,pubmed,31611660,create date: 2019/12/01 | first author: Fernández-Ruiz I
011620-192609,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Bilobalide alleviates IL-17-induced inflammatory injury in ATDC5 cells by downregulation of microRNA-125a.,/pubmed/31593333,"Ankylosing spondylitis (AS) is a high disability and greatly destructive disease.
In this study, we preliminarily studied the function and mechanism of bilobalide 
(BIL) on interleukin (IL)-17-induced inflammatory injury in ATDC5 cells. CCK-8
and migration assays were used to detect the functions of IL-7, BIL, and microRNA
(miR)-125a on cell viability and migration. The miR-125a level was changed by
transfection, and tested by real-time quantitative polymerase chain reaction.
Additionally, Western blot tested the levels of inflammatory factors (IL-6 and
tumor necrosis factor-α), matrix metalloproteinases (MMPs), and pathway-related
proteins. Moreover, the enzyme-linked immunosorbent assay also was used to detect
inflammatory factor levels. IL-7 was used to construct an inflammatory injury
model in ATDC5 cells. Based on this, BIL inhibited IL-17-induced cell viability, 
migration, and expressions of inflammatory factors and MMPs. Furthermore, we
found BIL negatively regulated miR-125a, and the miR-125a mimic could partly
reverse the effects of BIL on IL-17-injury. Finally, we showed that BIL inhibited
the c-Jun N-terminal kinase (JNK) and nuclear factor kappa B (NF-κB) pathways,
and the miR-125a mimic had the opposite effect. BIL inhibited IL-17-induced
inflammatory injury in ATDC5 cells by downregulation of miR-125a via JNK and
NF-κB signaling pathways.

© 2019 Wiley Periodicals, Inc.","Mao D, Li H, Zhang L, Xu J, Yu C, Zhang Q.",Journal of biochemical and molecular toxicology. doi: 10.1002/jbt.22405. Journal Article.,Journal of biochemical and molecular toxicology. 2019,PubMed,Journal Article,PMID:31593333,pubmed,31593333,create date: 2019/12/01 | first author: Mao D
011620-192857,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)","Design and development of molecular hybrids of 2-pyridylpiperazine and 5-phenyl-1,3,4-oxadiazoles as potential multifunctional agents to treat Alzheimer's disease.",/pubmed/31561043,"The diverse nature of Alzheimer's disease (AD) has prompted researchers to
develop multi-functional agents. Herein, we have designed and synthesized
molecular hybrids of 2-pyridylpiperazine and 5-phenyl-1,3,4-oxadiazoles.
Biological activities of synthesized compounds suggested significant and balanced
inhibitory potential against target enzymes. In particular, compound 49
containing 2,4-difluoro substitution at terminal phenyl ring considered as most
potential lead with inhibition of acetylcholinesterase (hAChE, IC50 = 0.054 μM), 
butyrylcholinesterase (hBChE, IC50 = 0.787 μM) and beta-secretase-1 (hBACE-1,
IC50 = 0.098 μM). The enzyme kinetics study of 49 against hAChE suggested a mixed
type of inhibition (Ki = 0.030 μM). Also, 48 and 49 showed significant
displacement of propidium iodide from the peripheral anionic site (PAS) of hAChE,
excellent blood-brain barrier (BBB) permeability in parallel artificial membrane 
permeation assay (PAMPA), and neuroprotective ability against SH-SY5Y
neuroblastoma cell lines. Further, 49 also exhibited anti-Aβ aggregation activity
in self- and AChE-induced thioflavin T assay, which was ascertained by
morphological characterization by atomic force microscopy (AFM). Moreover,
in vivo behavioral studies signified learning and memory improvement by compound 
49 in scopolamine- and Aβ-induced cognitive dysfunctions performed on Y-maze and 
Morris water maze. The ex vivo studies suggested decreased AChE activity and
antioxidant potential of compound 49, with good oral absorption characteristics
ascertained by pharmacokinetic studies.

Copyright © 2019 Elsevier Masson SAS. All rights reserved.","Tripathi A, Choubey PK, Sharma P, Seth A, Tripathi PN, Tripathi MK, Prajapati SK, Krishnamurthy S, Shrivastava SK.",European journal of medicinal chemistry. doi: 10.1016/j.ejmech.2019.111707. Journal Article.,European journal of medicinal chemistry. 2019,PubMed,Journal Article,PMID:31561043,pubmed,31561043,create date: 2019/12/01 | first author: Tripathi A
011620-192922,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)","Synthesis and in-vitro anti-HIV-1 evaluation of novel pyrazolo[4,3-c]pyridin-4-one derivatives.",/pubmed/31557609,"In our continuing efforts to find novel anti-HIV compounds, we have synthesized
sixteen novel pyrazolo[4,3-c]pyridin-4-one derivatives. All the synthesized
compounds were screened for anti-HIV activity against HIV-1VB59 (R5, subtype C). 
Compounds 12a-12c and 12e were also tested against HIV-1UG070 (X4, subtype D) in 
TZM-bl cell line. Compound 12c was found to be the most active against HIV-1VB59 
and HIV-1UG070 with IC50 value 3.67 μM and 2.79 μM, and therapeutic indices 185
and 243, respectively. The lead compound 12c inhibited the HIV-192/BR/018 (R5,
subtype B) and drug resistant isolates, NIH-119 (X4/R5, subtype B) and NARI-DR
(R5, subtype C) effectively. The activity of the lead compound was further
confirmed by PBMC assays. The molecular docking data showed that the most active 
compound 12c binds in the non-nucleoside binding pocket of HIV-1 reverse
transcriptase, which was confirmed by the ToA assay. Thus the study indicated
that 12c may be considered as a NNRTI and further explored as a lead for anti-HIV
drug development.

Copyright © 2019 Elsevier Masson SAS. All rights reserved.","Kumar S, Gupta S, Abadi LF, Gaikwad S, Desai D, Bhutani KK, Kulkarni S, Singh IP.",European journal of medicinal chemistry. doi: 10.1016/j.ejmech.2019.111714. Journal Article.,European journal of medicinal chemistry. 2019,PubMed,Journal Article,PMID:31557609,pubmed,31557609,create date: 2019/12/01 | first author: Kumar S
011620-193143,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)","The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",/pubmed/31536489,"Chagas disease, caused by Trypanosoma cruzi, is a neglected tropical disease that
affects 5-6 million people in endemic areas of the Americas. Presently,
chemotherapy relies on two compounds that were proposed as trypanocidal drugs
four decades ago: nifurtimox and benznidazole. Both drugs are able to eliminate
parasitemia and to avoid seroconversion in infected people when used in the acute
phase; however, their use in the chronic phase (the time when the majority of
cases are diagnosed) is limited due to their serious side effects. Memantine is a
glutamate receptor antagonist in the central nervous system of mammals that has
been used for the treatment of Alzheimer's disease. Our group previously reported
memantine as a trypanocidal drug that is able to induce apoptosis-like death in
T. cruzi. In the present work, we further investigated the effects of memantine
on the infection of RAW 264.7 macrophages and in vivo (in BALB/c mice). Here, we 
showed that memantine is able to diminish NO and Ca2+ entry in both LPS-activated
and non-activated cells. These results, together with the fact that memantine was
also able to reduce the infection of macrophages, led us to propose that this
drug is able to activate a pro-oxidant non-NO-dependent cell defense mechanism.
Finally, infected mice that were treated with memantine had diminished
parasitemia, cardiac parasitic load, and inflammatory infiltrates. In addition,
the treated mice had an increased survival rate. Taken together, these results
indicate memantine to be a candidate drug for the treatment of Chagas disease.","Santos Souza HF, Rocha SC, Damasceno FS, Rapado LN, Pral EMF, Marinho CRF, Silber AM.",PLoS neglected tropical diseases. doi: 10.1371/journal.pntd.0007226. Journal Article.,PLoS neglected tropical diseases. 2019,PubMed,Journal Article,PMID:31536489,pubmed,31536489,create date: 2019/09/19 | first author: Santos Souza HF
011620-193409,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,/pubmed/31521691,"AIMS: Daphnetin (DAP) is a traditional Chinese drug usually used to treat
cardiovascular diseases. Studies have confirmed the anti-inflammatory,
antioxidant, anti-bacterial and insecticidal, anti-tumor and neuro-protective
effects of DAP. However, its anti-arthritic potential remains unexplored. The aim
of this study is to investigate the in vitro and in vivo chondroprotective
effects of DAP.
MAIN METHODS: The effect of DAP on primary rabbit chondrocytes was examined using
recombinant human IL-1β for 24 h. For the in vivo studies, rabbits were randomly 
divided into groups: a normal control group and osteoarthritis (OA) groups. The
OA groups received three different doses of DAP for 4 or 8 weeks. The
anti-arthritic effect of DAP was assessed using histopathological examinations,
qRT-PCR, western blotting and immunohistochemical analysis.
KEY FINDINGS: Both in vitro and in vivo results indicate that DAP exerts a
protective effect against IL-1β in chondrocytes. In vitro, DAP inhibits the
expression of IL-6, IL-12, MMP-3, MMP-9 and MMP-13, induced by IL-1β in rabbit
chondrocytes, and stimulates the production of IL-10. The inhibitory effect of
DAP on the MMPs is partially regulated by the inhibition of the PI3K/AKT, MAPK
and NF-κB signaling pathways. The effect of DAP on OA may be attributed to the
suppression of inflammatory factor secretion, chondrocyte apoptosis observed by
the decrease in pro-apoptotic Caspase-3 and BAX, and the activation of
anti-apoptotic BCL-2.
SIGNIFICANCE: DAP has a broad range of prospects in the treatment of OA, which
provides a novel therapeutic strategy for OA.

Copyright © 2019 The Authors. Published by Elsevier Inc. All rights reserved.","Zhang X, Yao J, Wu Z, Zou K, Yang Z, Huang X, Luan Z, Li J, Wei Q.",Life sciences. doi: 10.1016/j.lfs.2019.116857. Journal Article.,Life sciences. 2020,PubMed,Journal Article,PMID:31521691,pubmed,31521691,create date: 2020/01/01 | first author: Zhang X
011620-193417,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Perioperative use of renin-angiotensin system inhibitors and outcomes in patients undergoing cardiac surgery.,/pubmed/31519895,"It remains disputable about perioperative use of renin-angiotensin system
inhibitors (RASi) and their outcome effects. This multicenter retrospective
cohort study examines association between use of perioperative RASi and outcomes 
in patients undergoing coronary artery bypass graft and/or valve surgery. After
the exclusion, the patients are divided into 2 groups with or without
preoperative RASi (PreRASi, n = 8581), or 2 groups with or without postoperative 
RASi (PostRASi, n = 8130). With using of propensity scores matching to reduce
treatment selection bias, the study shows that PreRASi is associated with a
significant reduction in postoperative 30-day mortality compared with without one
(3.41% vs. 5.02%); PostRASi is associated with reduced long-term mortality rate
compared with without one (6.62% vs. 7.70% at 2-year; 17.09% vs. 19.95% at
6-year). The results suggest that perioperative use of RASi has a significant
benefit for the postoperative and long-term survival among patients undergoing
cardiac surgery.","Ding Q, Zhang Z, Liu H, Nie H, Berguson M, Goldhammer JE, Young N, Boyd D, Morris R, Sun J.","Nature communications. doi: 10.1038/s41467-019-11678-9. Journal Article, Multicenter Study.",Nature communications. 2019,PubMed,"Journal Article, Multicenter Study",PMID:31519895,pubmed,31519895,create date: 2019/09/13 | first author: Ding Q
011620-193858,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Treatment of Hypercholesterolemia With PCSK9 Inhibitors in Heart Transplant Recipients. First Experience in Spain.,/pubmed/31474577,"DOI: 10.1016/j.rec.2019.08.002 
PMID: 31474577  [Indexed for MEDLINE]

","Groba-Marco MDV, Del Castillo-García S, Barge-Caballero G, Barge-Caballero E, Couto-Mallón D, Crespo-Leiro MG.",Revista espanola de cardiologia (English ed.). doi: 10.1016/j.rec.2019.08.002. Journal Article.,Revista espanola de cardiologia (English ed.). 2019,PubMed,Journal Article,PMID:31474577,pubmed,31474577,create date: 2019/12/01 | first author: Groba-Marco MDV
011620-194239,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)","Metabolite profiling, arginase inhibition and vasorelaxant activity of Cornus mas, Sorbus aucuparia and Viburnum opulus fruit extracts.",/pubmed/31437471,"The present study investigated the effects of Cornus mas, Sorbus aucuparia and
Viburnum opulus fruit extracts on arginase activity and arterial vasodilation. V.
opulus fruit extract exerted the highest vasorelaxant activity in phenylephrine
precontracted rat aortic rings (EC50 = 6.31 ± 1.61 μg/mL) and a significant
inhibition of arginase (IC50 = 71.02 ± 3.06 μg/mL). By contrast, S. aucuparia and
C. mas fruit extracts showed no important anti-arginase activity and a
significantly weaker activity in the rat aortic rings relaxation assay
(EC50 = 100.9 ± 11.63 and 78.52 ± 8.59 μg/mL, respectively). For all extracts,
the main mechanism of vasodilation was proven to be endothelium-dependent.
HPLC-ESI-Q-TOF-MS/MS studies revealed a very complex metabolite profiling in all 
three extracts with chlorogenic acid accounting for 30.89, 0.72 and 2.03 mg/g in 
V. opulus, C. mas and S. aucuparia fruit extracts, respectively. All extracts
were declared non-toxic in the brine shrimp acute toxicity test. Our study
highlights potential benefits of V. opulus fruit extract in diseases associated
with endothelial dysfunction and impaired vasodilation.

Copyright © 2019 Elsevier Ltd. All rights reserved.","Bujor A, Miron A, Luca SV, Skalicka-Wozniak K, Silion M, Ancuceanu R, Dinu M, Girard C, Demougeot C, Totoson P.",Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association. doi: 10.1016/j.fct.2019.110764. Journal Article.,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association. 2019,PubMed,Journal Article,PMID:31437471,pubmed,31437471,create date: 2019/11/01 | first author: Bujor A
011620-194243,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)","Effects of the levonorgestrel-containing intrauterine device, copper intrauterine device, and levonorgestrel-containing oral contraceptive on susceptibility of immune cells from cervix, endometrium and blood to HIV-1 fusion measured ex vivo.",/pubmed/31437197,"Globally, HIV/AIDS is a leading cause of morbidity worldwide among
reproductive-aged cisgender women, highlighting the importance of understanding
effects of contraceptives on HIV-1 risk. Some observational studies suggest there
may be an increased risk of HIV-1 acquisition among women using the long-acting
injectable progestin contraceptive, depo-medroxyprogesterone acetate. The
potential mechanism of this susceptibility is unclear. There are few data on the 
role of the upper female reproductive tract in HIV-1 transmission, and the
mechanisms of HIV-1 infection are likely to differ in the upper compared to the
lower reproductive tract due to differences in tissue composition and variable
effects of sex steroids on mucosal immune cell distribution and activity. In this
study, we measured the susceptibility of mucosal immune cells from the upper
female reproductive tract to HIV-1 entry using the virion-based HIV-1 fusion
assay in samples from healthy female volunteers. We studied 37 infectious
molecular clones for their ability to fuse to cells from endometrial biopsies in 
three participants and found that subtype (B or C) and origin of the virus
(transmitted founder or chronic control) had little influence on HIV-1 fusion
susceptibility. We studied the effect of contraceptives on HIV-1 susceptibility
of immune cells from the cervix, endometrium and peripheral blood by comparing
fusion susceptibility in four groups: users of the copper intrauterine device
(IUD), levonorgestrel-containing oral contraceptive, levonorgestrel-containing
IUD and unexposed controls (n = 58 participants). None of the contraceptives was 
associated with higher rates of HIV-1 entry into female reproductive tract cells 
compared to control samples from the mid-luteal phase.","Cavrois M, Hilton JF, Roan NR, Takeda M, Seidman D, Averbach S, Chang E, Raman N, Greenblatt R, Shacklett BL, Smith-McCune K.",PloS one. doi: 10.1371/journal.pone.0221181. Journal Article.,PloS one. 2019,PubMed,Journal Article,PMID:31437197,pubmed,31437197,create date: 2019/08/22 | first author: Cavrois M
011620-194517,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)","Normalizing Plasma Renin Activity in Experimental Dilated Cardiomyopathy: Effects on Edema, Cachexia, and Survival.",/pubmed/31404946,"Heart failure (HF) patients frequently have elevated plasma renin activity. We
examined the significance of elevated plasma renin activity in a
translationally-relevant model of dilated cardiomyopathy (DCM), which replicates 
the progressive stages (A-D) of human HF. Female mice with DCM and elevated
plasma renin activity concentrations were treated with a direct renin inhibitor
(aliskiren) in a randomized, blinded fashion beginning at Stage B HF. By
comparison to controls, aliskiren treatment normalized pathologically elevated
plasma renin activity (p < 0.001) and neprilysin levels (p < 0.001), but did not 
significantly alter pathological changes in plasma aldosterone, angiotensin II,
atrial natriuretic peptide, or corin levels. Aliskiren improved cardiac systolic 
function (ejection fraction, p < 0.05; cardiac output, p < 0.01) and
significantly reduced the longitudinal development of edema (extracellular water,
p < 0.0001), retarding the transition from Stage B to Stage C HF. The
normalization of elevated plasma renin activity reduced the loss of body fat and 
lean mass (cachexia/sarcopenia), p < 0.001) and prolonged survival (p < 0.05). In
summary, the normalization of plasma renin activity retards the progression of
experimental HF by improving cardiac systolic function, reducing the development 
of systemic edema, cachexia/sarcopenia, and mortality. These data suggest that
targeting pathologically elevated plasma renin activity may be beneficial in
appropriately selected HF patients.","Sullivan RD, Mehta RM, Tripathi R, Gladysheva IP, Reed GL.",International journal of molecular sciences. pii: E3886. doi: 10.3390/ijms20163886. Journal Article.,International journal of molecular sciences. 2019,PubMed,Journal Article,PMID:31404946,pubmed,31404946,create date: 2019/08/09 | first author: Sullivan RD
011620-194606,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Sensor Networks for Aerospace Human-Machine Systems.,/pubmed/31398917,"Intelligent automation and trusted autonomy are being introduced in aerospace
cyber-physical systems to support diverse tasks including data processing,
decision-making, information sharing and mission execution. Due to the increasing
level of integration/collaboration between humans and automation in these tasks, 
the operational performance of closed-loop human-machine systems can be enhanced 
when the machine monitors the operator's cognitive states and adapts to them in
order to maximise the effectiveness of the Human-Machine Interfaces and
Interactions (HMI2). Technological developments have led to neurophysiological
observations becoming a reliable methodology to evaluate the human operator's
states using a variety of wearable and remote sensors. The adoption of sensor
networks can be seen as an evolution of this approach, as there are notable
advantages if these sensors collect and exchange data in real-time, while their
operation is controlled remotely and synchronised. This paper discusses recent
advances in sensor networks for aerospace cyber-physical systems, focusing on
Cognitive HMI2 (CHMI2) implementations. The key neurophysiological measurements
used in this context and their relationship with the operator's cognitive states 
are discussed. Suitable data analysis techniques based on machine learning and
statistical inference are also presented, as these techniques allow processing
both neurophysiological and operational data to obtain accurate cognitive state
estimations. Lastly, to support the development of sensor networks for CHMI2
applications, the paper addresses the performance characterisation of various
state-of-the-art sensors and the propagation of measurement uncertainties through
a machine learning-based inference engine. Results show that a proper sensor
selection and integration can support the implementation of effective
human-machine systems for various challenging aerospace applications, including
Air Traffic Management (ATM), commercial airliner Single-Pilot Operations (SIPO),
one-to-many Unmanned Aircraft Systems (UAS), and space operations management.","Pongsakornsathien N, Lim Y, Gardi A, Hilton S, Planke L, Sabatini R, Kistan T, Ezer N.","Sensors (Basel, Switzerland). pii: E3465. doi: 10.3390/s19163465. Journal Article.","Sensors (Basel, Switzerland). 2019",PubMed,Journal Article,PMID:31398917,pubmed,31398917,create date: 2019/08/08 | first author: Pongsakornsathien N
011620-194618,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Machine-Learning-Based Detection of Craving for Gaming Using Multimodal Physiological Signals: Validation of Test-Retest Reliability for Practical Use.,/pubmed/31395802,"Internet gaming disorder in adolescents and young adults has become an increasing
public concern because of its high prevalence rate and potential risk of
alteration of brain functions and organizations. Cue exposure therapy is designed
for reducing or maintaining craving, a core factor of relapse of addiction, and
is extensively employed in addiction treatment. In a previous study, we proposed 
a machine-learning-based method to detect craving for gaming using multimodal
physiological signals including photoplethysmogram, galvanic skin response, and
electrooculogram. Our previous study demonstrated that a craving for gaming could
be detected with a fairly high accuracy; however, as the feature vectors for the 
machine-learning-based detection of the craving of a user were selected based on 
the physiological data of the user that were recorded on the same day, the
effectiveness of the reuse of the machine learning model constructed during the
previous experiments, without any further calibration sessions, was still
questionable. This ""high test-retest reliability"" characteristic is of importance
for the practical use of the craving detection system because the system needs to
be repeatedly applied to the treatment processes as a tool to monitor the
efficacy of the treatment. We presented short video clips of three addictive
games to nine participants, during which various physiological signals were
recorded. This experiment was repeated with different video clips on three
different days. Initially, we investigated the test-retest reliability of 14
features used in a craving detection system by computing the intraclass
correlation coefficient. Then, we classified whether each participant experienced
a craving for gaming in the third experiment using various classifiers-the
support vector machine, k-nearest neighbors (kNN), centroid displacement-based
kNN, linear discriminant analysis, and random forest-trained with the
physiological signals recorded during the first or second experiment.
Consequently, the craving/non-craving states in the third experiment were
classified with an accuracy that was comparable to that achieved using the data
of the same day; thus, demonstrating a high test-retest reliability and the
practicality of our craving detection method. In addition, the classification
performance was further enhanced by using both datasets of the first and second
experiments to train the classifiers, suggesting that an individually customized 
game craving detection system with high accuracy can be implemented by
accumulating datasets recorded on different days under different experimental
conditions.","Kim H, Kim L, Im CH.","Sensors (Basel, Switzerland). pii: E3475. doi: 10.3390/s19163475. Journal Article.","Sensors (Basel, Switzerland). 2019",PubMed,Journal Article,PMID:31395802,pubmed,31395802,create date: 2019/08/09 | first author: Kim H
